Mod:Item:MetaData, Localized Name
techguns:t2_riot_boots, item.t2_riot_boots.name
techguns:t3_combat_helmet, item.t3_combat_helmet.name
techguns:t3_combat_chestplate, item.t3_combat_chestplate.name
techguns:t3_combat_leggings, item.t3_combat_leggings.name
techguns:t3_combat_boots, item.t3_combat_boots.name
techguns:t3_power_helmet, item.t3_power_helmet.name
techguns:t3_power_chestplate, item.t3_power_chestplate.name
techguns:t3_power_leggings, item.t3_power_leggings.name
techguns:t3_power_boots, item.t3_power_boots.name
techguns:t3_miner_helmet, item.t3_miner_helmet.name
techguns:t3_miner_chestplate, item.t3_miner_chestplate.name
techguns:t3_miner_leggings, item.t3_miner_leggings.name
techguns:t3_miner_boots, item.t3_miner_boots.name
techguns:t3_exo_helmet, item.t3_exo_helmet.name
techguns:t3_exo_chestplate, item.t3_exo_chestplate.name
techguns:t3_exo_leggings, item.t3_exo_leggings.name
techguns:t3_exo_boots, item.t3_exo_boots.name
techguns:t2_beret, item.t2_beret.name
techguns:t4_praetor_helmet, item.t4_praetor_helmet.name
techguns:t4_praetor_chestplate, item.t4_praetor_chestplate.name
techguns:t4_praetor_leggings, item.t4_praetor_leggings.name
techguns:t4_praetor_boots, item.t4_praetor_boots.name
techguns:t4_power_helmet, item.t4_power_helmet.name
techguns:t4_power_chestplate, item.t4_power_chestplate.name
techguns:t4_power_leggings, item.t4_power_leggings.name
techguns:t4_power_boots, item.t4_power_boots.name
techguns:riot_shield, Штурмовой Щит
techguns:ballistic_shield, Баллистический Щит
techguns:advanced_shield, Улучшенный Щит
techguns:handcannon, Самопал
techguns:sawedoff, Двуствольный Дробовик
techguns:revolver, Револьвер
techguns:goldenrevolver, Золотой Револьвер
techguns:thompson, ПП Томпсона
techguns:ak47, АКМ
techguns:boltaction, Болтовка
techguns:m4, Штурмовая винтовка M4
techguns:m4_infiltrator, Диверсант
techguns:pistol, Пистолет
techguns:combatshotgun, Боевой Дробовик
techguns:mac10, Mac 10
techguns:flamethrower, Огнемет
techguns:rocketlauncher, Базука
techguns:grimreaper, Мрачный Жнец
techguns:grenadelauncher, Гранатомет
techguns:aug, AUG
techguns:netherblaster, Адский Бластер
techguns:biogun, Биопушка
techguns:teslagun, Пушка Тесла
techguns:lmg, Ручной Пулемет
techguns:minigun, Миниган
techguns:as50, Снайперская Винтовка AS50
techguns:vector, Вектор
techguns:scar, SCAR
techguns:lasergun, Лазерная Винтовка
techguns:blasterrifle, Бластерная Винтовка
techguns:scatterbeamrifle, Бластерный Дробовик
techguns:sonicshotgun, Звуковая Винтовка
techguns:pdw, P90
techguns:pulserifle, Импульсная Винтовка
techguns:mibgun, Расщепляющий Пистолет
techguns:alienblaster, Инопланетный Бластер
techguns:powerhammer, Силовой Кулак
techguns:chainsaw, Бензопила
techguns:nucleardeathray, Атомный Излучатель
techguns:gaussrifle, Винтовка Гаусса
techguns:guidedmissilelauncher, Ракетница с Самонаведением
techguns:miningdrill, Бур
techguns:tfg, БФГ 10K
techguns:laserpistol, Laser Pistol
techguns:stielgranate, Граната с рукояткой
techguns:fraggrenade, Осколочная Граната
buildcraftcore:spring:0, Источник воды
buildcraftcore:spring:1, Источник нефти
buildcraftcore:decorated:0, tile.decorated.destroy.name
buildcraftcore:decorated:1, Чертёж (декорация)
buildcraftcore:decorated:2, Шаблон (декорация)
buildcraftcore:decorated:3, tile.decorated.paper.name
buildcraftcore:decorated:4, tile.decorated.leather.name
buildcraftcore:decorated:5, Лазер (декорация)
buildcraftcore:marker_volume, Метка
buildcraftcore:marker_path, Направляющая метка
buildcraftcore:engine:0, Двигатель на красном камне
buildcraftcore:engine:1, Двигатель Стирлинга
buildcraftcore:engine:2, Двигатель внутреннего сгорания
buildcraftcore:engine:3, Двигатель для творческого режима
buildcraftcore:wrench, Гаечный ключ
buildcraftcore:gear_wood, Деревянная шестерня
buildcraftcore:gear_stone, Каменная шестерня
buildcraftcore:gear_iron, Железная шестерня
buildcraftcore:gear_gold, Золотая шестерня
buildcraftcore:gear_diamond, Алмазная шестерня
buildcraftcore:paintbrush:64, Кисточка
buildcraftcore:paintbrush:0, §z§0§fБелый§r Кисточка
buildcraftcore:paintbrush:0, §z§1§6Оранжевый§r Кисточка
buildcraftcore:paintbrush:0, §z§2§dПурпурный§r Кисточка
buildcraftcore:paintbrush:0, §z§3§bГолубой§r Кисточка
buildcraftcore:paintbrush:0, §z§4§eЖёлтый§r Кисточка
buildcraftcore:paintbrush:0, §z§5§aЛаймовый§r Кисточка
buildcraftcore:paintbrush:0, §z§6§dРозовый§r Кисточка
buildcraftcore:paintbrush:0, §z§7§7Серый§r Кисточка
buildcraftcore:paintbrush:0, §z§8§7Светло-серый§r Кисточка
buildcraftcore:paintbrush:0, §z§9§3Бирюзовый§r Кисточка
buildcraftcore:paintbrush:0, §z§a§dФиолетовый§r Кисточка
buildcraftcore:paintbrush:0, §9§9Синий§r Кисточка
buildcraftcore:paintbrush:0, §z§c§6Коричневый§r Кисточка
buildcraftcore:paintbrush:0, §z§d§aЗелёный§r Кисточка
buildcraftcore:paintbrush:0, §z§e§cКрасный§r Кисточка
buildcraftcore:paintbrush:0, §0§7Чёрный§r Кисточка
buildcraftcore:list, Список
buildcraftcore:map_location:0, Карта расположения
buildcraftcore:marker_connector, Разъем маркера
buildcraftcore:volume_box, item.volume_box.name
buildcraftcore:fragile_fluid_shard, Хрупкий %s осколок
buildcraftbuilders:snapshot:2, Строительный проект
buildcraftbuilders:snapshot:0, Чертёж
buildcraftbuilders:schematic_single:0, Схема одного блока
buildcraftbuilders:filler_planner, Планировщик заполнения
buildcraftbuilders:filler, Заполнитель
buildcraftbuilders:builder, Строитель
buildcraftbuilders:architect, Стол архитектора
buildcraftbuilders:library, Библиотека проектов
buildcraftbuilders:replacer, tile.replacerBlock.name
buildcraftbuilders:frame, Каркас
buildcraftbuilders:quarry, Карьер
buildcrafttransport:pipe_structure:0, Структурная труба
buildcrafttransport:pipe_wood_item:0, Деревянная транспортная труба
buildcrafttransport:pipe_cobble_item:0, Булыжниковая транспортная труба
buildcrafttransport:pipe_stone_item:0, Каменная транспортная труба
buildcrafttransport:pipe_quartz_item:0, Кварцевая транспортная труба
buildcrafttransport:pipe_iron_item:0, Железная транспортная труба
buildcrafttransport:pipe_gold_item:0, Золотая транспортная труба
buildcrafttransport:pipe_clay_item:0, Глиняная транспортная труба
buildcrafttransport:pipe_sandstone_item:0, Песчаниковая транспортная труба
buildcrafttransport:pipe_void_item:0, Пустотная транспортная труба
buildcrafttransport:pipe_obsidian_item:0, Обсидиановая транспортная труба
buildcrafttransport:pipe_diamond_item:0, Алмазная транспортная труба
buildcrafttransport:pipe_diamond_wood_item:0, Wooden Diamond Transport Pipe
buildcrafttransport:pipe_lapis_item:0, Лазуритовая транспортная труба
